"photo_id","wb_gain_r","wb_gain_g","wb_gain_b","exposure_gain","saturated_frac","wb_clamped","exp_clamped","n_bg_pixels","residual_a","residual_b","residual_euclid"
"1038340344_1",0.891791748465478,1.01533990658064,1.11885592922892,1.14265579243277,0.0278,FALSE,FALSE,19444,-0.957671622976941,2.52056864389825,2.6963681547701
"1453120285_1",0.892183597206201,1.07789365028127,1.05106145213003,1.47488392512577,0.00175000000000003,FALSE,FALSE,19965,1.9432005846739,5.62252125802609,5.9488464267648
"1500329613_1",0.93640818307284,1.01747981119002,1.05344200144826,1.21012579127818,0,FALSE,FALSE,20000,0.188957766527664,8.67494275518552,8.67700045195786
"1571084583_1",0.883943457338207,1.01034259804805,1.13773066615327,1.08648695910466,0.04205,FALSE,FALSE,19159,0.946099368524356,5.21503961355163,5.30016435462476
"1836612813_1",0.847410629165532,1.05954918725362,1.14137409020727,1.37768824816024,0.00690000000000002,FALSE,FALSE,19862,-0.302106340464431,2.49143095249913,2.50968054381818
"1850921723_1",1.00342226347368,0.975615732228634,1.02205923721577,1.0688220327697,0.08385,FALSE,FALSE,18323,4.01338722520639,-0.277541733166653,4.02297233809766
"1883943470_1",0.794826127198285,0.779626931103517,2,1.28599975843192,0.03645,TRUE,FALSE,19271,-4.21047537560892,15.6585868213319,16.2147909061387
"1883955048_1",0.781043632869464,0.866253428518582,1.76908109047729,1.29947892729926,0.03355,FALSE,FALSE,19329,-3.84076395292832,15.7540719449455,16.2154941518485
"1891296267_1",0.953978527391731,0.941474803824777,1.12410696116584,1.35256569659629,0.000499999999999945,FALSE,FALSE,19990,-4.34308536438816,6.06079897710906,7.45625071488941
"1913197900_1",0.946993232571518,1.03579432835606,1.02188508414853,1.19192862869418,0.00305,FALSE,FALSE,19939,0.283721722210528,-0.166790359604563,0.329115541582478
"1932340499_2",0.997702291275667,0.999932857063626,1.00237577873991,0.997318129758065,0.0202,FALSE,FALSE,19596,0.282875078284894,-0.274376319953662,0.394082066156276
"1950018831_1",0.974088566964077,0.965892086854722,1.06599925295715,2.64975206409928,0.3057,FALSE,FALSE,13886,-4.56361551454054,21.5235379790561,22.0020288541858
"1950018831_2",0.969779333473935,0.969134051153093,1.06724885962292,2.62825716680396,0.42,FALSE,FALSE,11600,-0.894702241281908,16.2701355326524,16.2947170074056
"2265815760_1",0.631249455191717,1.09269493118225,1.99731680596926,1.87288374017014,0.1582,FALSE,FALSE,16836,-1.37519203969683,16.8962189990736,16.9520904200839
"2294470807_1",0.796613938762485,1.03696168884564,1.28150744793087,1.23700405233545,0.00349999999999995,FALSE,FALSE,19930,0.720522194255363,4.08409988087914,4.1471706101162
"2294654908_1",0.910507105729367,1.00172704921539,1.10688648908966,1.06589850861783,0.0551,FALSE,FALSE,18898,2.05816012487681,0.69092099566449,2.17103544924603
"2331950932_1",0.977939528891801,0.994153989294809,1.02927092240074,1.07701942083679,0.00924999999999998,FALSE,FALSE,19815,0.0126654993591879,0.30567048007144,0.305932765916177
"2331962060_1",0.847004465996043,0.945229930190399,1.31332692790197,1.2347628726811,0.02105,FALSE,FALSE,19579,-0.488652508205567,6.80678514476667,6.82430254903692
"2350398607_1",0.87255980751931,0.991676251948748,1.18265778163801,1.56108162115693,0.00595000000000001,FALSE,FALSE,19881,0.484410002585312,0.78269230988367,0.92046743698826
"2423229015_1",1.08273122680666,1.039459334841,0.897367087714961,2.6544278665213,0.0162,FALSE,FALSE,19676,-0.639032899969916,4.18336904718242,4.23189551290765
"2460075097_1",0.827525809610491,0.952889630308115,1.34745648461938,1.10858750802126,0.16265,FALSE,FALSE,16747,0.401625448724019,10.6594333894641,10.6669969150406
"2465191800_1",0.988161237601546,1.00325830579242,1.00880980908828,1.05388000255507,0.000850000000000017,FALSE,FALSE,19983,-0.000577631134257572,2.72673890184922,2.72673896303178
"2557747757_1",0.903056608705762,1.01445024613451,1.10266455584159,1.66734322281621,0.00529999999999997,FALSE,FALSE,19894,0.732188997526972,3.56034113306127,3.63484933826253
"2563617270_1",0.741319982029148,1.07476182968224,1.38770135953286,1.44870647728546,0.0574,FALSE,FALSE,18852,-7.4732484548091,21.9906472511011,23.2258048082228
"2573839305_1",0.845184655423225,0.975857000112483,1.26248869957529,1.40202171950314,0.00134999999999996,FALSE,FALSE,19973,0.255172504243895,2.18770847081813,2.20253975224319
"2573853581_1",0.990621011264441,1.00410024793473,1.00541342988512,1.03211517763113,0.01735,FALSE,FALSE,19653,0.0226526598516852,0.872250226981142,0.872544326362282
"2574275530_1",0.818292691238731,0.970258849294743,1.33816754340426,1.16973548147506,0.0283,FALSE,FALSE,19434,-0.5240727476718,3.21939863667263,3.26177556350247
"2574275530_2",0.821255645467073,0.978642586353329,1.31487450977547,1.1796300329367,0.00405,FALSE,FALSE,19919,0.479285628606996,3.33526869436427,3.36952993418897
"2576273207_1",0.968013904195913,1.00813814977936,1.02561005520937,1.21738692810293,0.00129999999999997,FALSE,FALSE,19974,-0.0188080217259912,0.535695907584655,0.536025976128202
"2579234560_1",1.02558034004479,1.01476391519452,0.962008901780347,1.02130019069991,0.05245,FALSE,FALSE,18951,-0.332863560256136,-1.22021947374775,1.26480580084835
"2579234560_2",1.03113426502151,1.03171461164756,0.942565786259348,1.03953379919695,0.01625,FALSE,FALSE,19675,0.383083105933824,2.17737555433533,2.21081816770827
"2579234560_3",0.963823524830078,1.04065926704846,0.998466010087574,1.03378984700425,0.0364,FALSE,FALSE,19272,-0.383747673217583,1.44838544054875,1.49835999048743
"2579235321_1",0.987134615479585,0.993692377609983,1.01976375673874,1.02437173578548,0.026,FALSE,FALSE,19480,0.0224716112280365,1.69558960801289,1.69573850935588
"2580215428_1",0.751156861041816,1.01156321945287,1.47026135964606,1.2794217862978,0.0598,FALSE,FALSE,18804,0.101834477846646,0.227585955529741,0.249330359227841
"2609298414_1",0.976565380953471,1.00366568270248,1.0207671864176,1.0063909498201,0.0367,FALSE,FALSE,19266,0.304880083165121,2.1405350907299,2.16213837201897
"2634278770_1",0.923159048638433,1.05981562586533,1.02753517420288,1.09029719519203,0.04405,FALSE,FALSE,19119,0.517383568323093,1.69967304852001,1.77667504868956
"2634278770_2",0.946866087773541,1.07736666356895,0.984547193813666,1.0331403470831,0.15595,FALSE,FALSE,16881,1.56647083614408,1.75152422309703,2.34982296877565
"2634389240_1",0.813665620113533,0.953126298470083,1.38539650760396,1.22053228531932,0.0434,FALSE,FALSE,19132,-0.898728414497479,14.1994878242473,14.2279010129384
"2802695629_1",0.914771354870023,1.00110780312894,1.10139771898852,1.02829793286274,0.02305,FALSE,FALSE,19539,0.866969218193236,3.58887979253882,3.69211237513
"2826482285_1",1.00658137658158,1.01386806647716,0.980183897432173,1.01779846526572,0.0165,FALSE,FALSE,19670,0.0280320966952741,-0.382558410802969,0.383584066563285
"2832394160_1",1.01313950589092,1.02048305702896,0.968015770559283,2.28815308908755,0.00700000000000001,FALSE,FALSE,19860,-0.537529717484386,2.72488619467341,2.77739859780706
"2832394160_3",0.976640741702018,1.03439582808471,0.990752189719953,2.11682030030617,0.00244999999999995,FALSE,FALSE,19951,0.0827352290959094,0.458292353239975,0.465700546673275
"2832840723_1",0.968032456613554,1.00282105982117,1.03115117027191,1.23845998234579,0,FALSE,FALSE,20000,0.443729452710873,-2.19116980220619,2.23564776503443
"2836130398_1",0.988562802232066,0.979211250973632,1.03391191463736,1.1112785860095,0.000600000000000045,FALSE,FALSE,19988,-0.270677224855742,0.278979243486854,0.388710146963137
"2836130398_2",0.990915266372928,0.980344060762197,1.03009745364501,1.03746874038516,0.00375000000000003,FALSE,FALSE,19925,-0.298980574750363,0.408796152381541,0.506461921846065
"2836130398_3",0.932549160878237,1.01159768250705,1.06480942099181,1.03105356393276,0.00770000000000004,FALSE,FALSE,19846,-1.55720028042799,-0.311927022053027,1.58813449696551
"2836130398_4",0.989033558644399,0.978538854946524,1.03414740763326,1.06869054340191,0.00129999999999997,FALSE,FALSE,19974,-0.312487403029194,0.352654707060407,0.47118331832079
"2837320920_1",0.711104450800305,1.11334205754769,1.43773126702462,1.3628766127004,0.1191,FALSE,FALSE,17618,1.12656402671754,2.34664747505897,2.60305606518467
"2837931090_1",0.980089136079683,0.977432942877376,1.04537278280337,1.27967604251884,0.0781500000000001,FALSE,FALSE,18437,-0.80149994527845,3.96082168510539,4.04110264451207
"2838074333_1",0.986387034406679,0.971568035908863,1.04500287415623,1.38977229997277,0,FALSE,FALSE,20000,-0.414697771770389,0.757804907653103,0.863853297715795
"2840158249_1",0.791694043097166,1.00543464082666,1.34718046269314,1.18332675955095,0.0222,FALSE,FALSE,19556,0.697409697692719,4.22510510968885,4.2822766695246
"2841427591_1",0.975705371289581,0.961285158533463,1.06971732802649,1.02530427534766,0.0936,FALSE,FALSE,18128,-1.10740300658291,1.40994574872247,1.7928436723065
"2843233380_1",1.01622170137712,1.00852468658511,0.976166514966517,1.09858884668782,0.01655,FALSE,FALSE,19669,-0.0351068190810877,-0.0795279239293789,0.0869320391484595
"2843670306_1",0.948666235410148,0.991459042375156,1.06692391905381,1.06314151920622,0.0224,FALSE,FALSE,19552,-3.35166758275082,-0.122153235710099,3.35389281257723
"2843670306_2",0.870601316488074,0.976996088000249,1.20798761243588,1.15093647148681,0.02075,FALSE,FALSE,19585,-1.42861433890684,2.67236148807879,3.03025656542427
"2844903345_1",0.875938083984995,1.00309914433124,1.16082489898792,1.30038497298774,0.0474,FALSE,FALSE,19052,0.166886999279553,2.92787336956152,2.9326257413308
"2864577207_1",0.908402107551883,1.01744001956212,1.09133729557248,1.13052476682246,0.000499999999999945,FALSE,FALSE,19990,0.0221902805853103,2.16530101553531,2.16541471696087
"2864770464_1",0.797752209206054,1.03921033056879,1.27517055867204,1.18640395398077,0.11025,FALSE,FALSE,17795,3.98013949158299,9.86854454807591,10.6409436550438
"2873727958_1",0.923339856698145,0.994522941987753,1.0971312944314,1.09042881818786,0.08595,FALSE,FALSE,18281,-0.0595247462834569,0.778111381667812,0.780384852301159
