"gbif_id","longitude","latitude","subspecies"
1836612813,-7.599202,40.250687,"latastei"
2265815760,-3.430396,41.363356,"latastei"
2294470807,-8.108685,41.81755,"latastei"
2294654908,-6.48748,41.808773,"latastei"
2331962060,-8.038728,41.697038,"latastei"
2350398607,-3.820552,40.928362,"latastei"
2423229015,-5.559449,40.581734,"latastei"
2460075097,-7.099652,42.166418,"latastei"
2465191800,-8.768864,41.377994,"latastei"
2557747757,-6.331729,41.825484,"latastei"
2563617270,-8.748944,41.396131,"latastei"
2573839305,-7.791626,40.282289,"latastei"
2574275530,-6.763742,37.025122,"gaditana"
2576273207,1.91701,41.529285,"latastei"
2579234560,-8.186194,40.623959,"latastei"
2634278770,-3.400851,41.032278,"latastei"
2634389240,-3.588655,41.194534,"latastei"
2832394160,-3.6,42.35,"latastei"
2841427591,-6.147435,37.774423,"gaditana"
2873727958,-0.520514,38.71965,"latastei"
2873866750,-1.944074,40.114271,"latastei"
2873976282,-8.41868,37.362357,"gaditana"
2883055341,-3.509422,42.176487,"latastei"
2901806160,-9.318029,38.715372,"latastei"
2981002637,-8.692378,39.529398,"latastei"
2988582925,-2.653875,41.705022,"latastei"
3097148683,-8.04165,41.908986,"latastei"
3301887658,-6.25865,41.994305,"latastei"
3302477598,-8.273885,40.836184,"latastei"
3307442606,-8.056804,40.834686,"latastei"
3333069622,-0.594312,38.614617,"latastei"
3333082666,-0.440991,38.681556,"latastei"
3333278685,-0.530469,38.664776,"latastei"
3333444422,-3.752847,42.350482,"latastei"
3355371525,-4.741557,36.835555,"arundana"
3384278828,-3.489877,42.054229,"latastei"
3456453257,-8.129305,40.850578,"latastei"
3456812595,-8.096099,41.96103,"latastei"
3499575985,0.261759,40.881637,"latastei"
3722486952,-6.64,37.09,"gaditana"
3722537597,-3.55,42.35,"latastei"
3722937237,-5.662287,36.097095,"gaditana"
3726537849,-3.7,42.3,"latastei"
3727072388,-0.55,38.7,"latastei"
3731005832,-2.85338,38.007313,"latastei"
3731636020,-0.55,38.65,"latastei"
3731831303,-3.55,42.35,"latastei"
3760066261,0.313418,40.824753,"latastei"
3760246471,-3.771965,42.701133,"latastei"
3760256884,-3.231119,41.069797,"latastei"
3764383743,-7.206695,39.217229,"latastei"
3773113464,-8.352209,40.91341,"latastei"
3773243031,-3.438224,42.278212,"latastei"
3802670246,-6.476799,36.83864,"gaditana"
3823183511,-3.45,42.55,"latastei"
3858541671,-5.347237,40.234471,"latastei"
3858549267,1.829101,41.337632,"latastei"
3859908278,-3.77095,42.223486,"latastei"
3881401228,-7.446142,40.310769,"latastei"
3902862211,-7.242896,39.253347,"latastei"
3902967429,-3.487252,41.020777,"latastei"
3912160950,-3.744241,42.653952,"latastei"
3923238471,1.941789,41.551633,"latastei"
3947327530,2.131305,41.813137,"latastei"
3947803672,-3.976159,36.98275,"gaditana"
3961423615,-0.380836,40.311932,"latastei"
3985754255,-7.517757,40.580586,"latastei"
3994100977,-0.479934,38.726965,"latastei"
3997237906,-3.3,42.55,"latastei"
4029102524,-7.382447,42.086657,"latastei"
4034999533,-8.673682,41.214828,"latastei"
4057175676,-0.55,38.65,"latastei"
4057916546,-0.55,38.65,"latastei"
4058432899,-4.767094,37.932964,"gaditana"
4075794471,-9.179473,39.031467,"latastei"
4075981856,-3.847732,40.658744,"latastei"
4080680039,-3.566045,41.379382,"latastei"
4080861465,-8.742633,41.272695,"latastei"
4091674783,-3.992869,40.796901,"latastei"
4091775160,1.186069,42.298596,"latastei"
4102563127,-8.24251,41.815556,"latastei"
4111611198,-3.418317,41.1061,"latastei"
4111639539,-3.798818,42.679129,"latastei"
4116539799,-3.476364,41.163943,"latastei"
4121131856,-3.892433,40.676671,"latastei"
4127390019,-3.408449,41.19785,"latastei"
4134238904,-6.517349,37.198421,"gaditana"
4145429905,-7.374173,39.228622,"latastei"
4156097567,-4,38.2,"latastei"
4156394336,-4.8,37.9,"gaditana"
4158752770,-3.55,42.3,"latastei"
4162370693,-3.943777,40.987584,"latastei"
4177021805,-3.867439,40.70766,"latastei"
4177072411,-3.908614,40.783718,"latastei"
4400020068,-5.430613,40.173406,"latastei"
4405138685,-8.004578,41.891648,"latastei"
4407431064,-5.212328,36.120665,"gaditana"
4407473724,-5.437636,36.158154,"gaditana"
4408602755,-5.7,36.15,"gaditana"
4409863827,-2.8,41.8,"latastei"
4410007929,-5.25,40.25,"latastei"
4413809238,-3.125879,41.800084,"latastei"
4413959305,-3.642084,42.38879,"latastei"
4416681254,-4.935948,40.346437,"latastei"
4416687145,-3.639515,42.345944,"latastei"
4416809224,-3.995709,40.732942,"latastei"
4420688146,-8.503173,41.192858,"latastei"
4421054777,-1.708136,40.778378,"latastei"
4436442118,1.989006,41.465478,"latastei"
4440922775,-4.746942,36.928308,"arundana"
4453680267,-7.393731,39.324191,"latastei"
4454090368,-3.439177,42.1597,"latastei"
4459425151,-5.539389,36.106841,"gaditana"
4459935914,-5.364783,36.185336,"gaditana"
4460824850,0.15,40.7,"latastei"
4465765015,-3.652605,42.42934,"latastei"
4525118695,-5.955708,37.770738,"gaditana"
4525123738,-8.749896,37.215361,"gaditana"
4528104303,-0.813511,40.113017,"latastei"
4597184392,-3.969494,40.719935,"latastei"
4599801235,-3.818885,40.919658,"latastei"
4600015257,-8.214729,40.581597,"latastei"
4607314938,-0.556143,38.760004,"latastei"
4851972343,-8.218164,40.826368,"latastei"
4852441331,-3.990103,40.783041,"latastei"
4863774303,-5.462128,36.091248,"gaditana"
4875117150,-3.66767,42.204087,"latastei"
4883641127,-4.55,36.95,"arundana"
4901891788,-8.667368,40.86064,"latastei"
4902065322,-8.369713,40.962126,"latastei"
4908273406,-8.319505,40.992292,"latastei"
4921639469,-6.309566,40.584821,"latastei"
4921952348,-3.774322,42.777998,"latastei"
4922021375,-2.389628,41.620218,"latastei"
4923625233,-4.031766,40.730283,"latastei"
4923899994,-5.228816,40.473521,"latastei"
4923987644,-4.140317,40.709488,"latastei"
4925926882,-8.307262,40.02656,"latastei"
4936020073,-2.813303,38.189458,"latastei"
4936784539,-8.253746,40.966046,"latastei"
4945622066,-0.480986,40.532541,"latastei"
4945673708,-3.789405,42.621083,"latastei"
4945879602,-3.541841,41.191757,"latastei"
4945915427,-0.556637,40.411222,"latastei"
4945929651,-3.710486,42.740252,"latastei"
4945940093,-3.537153,41.117252,"latastei"
4946239095,-3.587091,41.047076,"latastei"
4946338301,-3.520216,41.121874,"latastei"
4946403221,-3.472752,41.171103,"latastei"
4954683926,-8.267589,40.85401,"latastei"
4973844329,-8.854599,39.477168,"latastei"
4976413039,-8.486041,37.20025,"gaditana"
4976608751,-3.567099,41.120179,"latastei"
4980312912,-0.402179,38.710921,"latastei"
4980353611,-9.446164,38.698791,"latastei"
4980684003,-8.291407,40.092424,"latastei"
4982390032,-3.533595,37.143804,"gaditana"
